Кластер 1;Кластер 2;Кластер 3;Кластер 4;;;;;
3477;;1089;;;;;;
2164;;4200;;;;;;
2922;;1384;;;;;;
2377;;3665;;;;;;
1503;;2709;;;;;;
9295;;684;;;;;;
1147;;469;;;;;;
3026;;2701;;;;;;
7581;;640;;;;;;
1038;;1382;;;;;;
4304;;3657;;;;;;
726;;309;;;;;;
3019;;1181;;;;;;
2480;;2478;;;;;;
2288;;1018;;;;;;
1824;;1942;;;;;;
2049;;905;;;;;;
1444;;764;;;;;;
1525;;4749;;;;;;
3046;;7565;;;;;;
1996;;474;;;;;;
2047;;2736;;;;;;
4621;;528;;;;;;
8864;;2134;;;;;;
363;;2048;;;;;;
1071;;819;;;;;;
2172;;603;;;;;;
2549;;2779;;;;;;
1098;;3247;;;;;;
1740;;2062;;;;;;
22580;;7006;;;;;;
11469;;873;;;;;;
1499;;368;;;;;;
4580;;1789;;;;;;
2056;;653;;;;;;
1009;;1189;;;;;;
2605;;2658;;;;;;
1777;;1925;;;;;;
5049;;421;;;;;;
3088;;665;;;;;;
2421;;789;;;;;;
1416;;667;;;;;;
2302;;1276;;;;;;
2240;;3004;;;;;;
1242;;715;;;;;;
1069;;1443;;;;;;
2231;;299;;;;;;
1097;;1439;;;;;;
5044;;609;;;;;;
13143;;3558;;;;;;
1120;;288;;;;;;
2578;;1697;;;;;;
1748;;5532;;;;;;
4434;;1889;;;;;;
880;;1500;;;;;;
3147;;1675;;;;;;
4356;;2512;;;;;;
1291;;3078;;;;;;
18632;;877;;;;;;
2734;;499;;;;;;
2737;;2106;;;;;;
502;;1828;;;;;;
5437;;1447;;;;;;
1463;;1048;;;;;;
1232;;1398;;;;;;
577;;441;;;;;;
6153;;3050;;;;;;
213;;1459;;;;;;
2604;;649;;;;;;
2825;;3549;;;;;;
2728;;453;;;;;;
1565;;1083;;;;;;
3615;;427;;;;;;
3030;;347;;;;;;
10054;;1368;;;;;;
1124;;1240;;;;;;
7964;;7348;;;;;;
739;;7470;;;;;;
2117;;1024;;;;;;
1884;;3328;;;;;;
3253;;2319;;;;;;
4331;;3288;;;;;;
3448;;859;;;;;;
1048;;2369;;;;;;
1346;;4564;;;;;;
3822;;9661;;;;;;
1499;;1051;;;;;;
1426;;540;;;;;;
4198;;1008;;;;;;
2549;;1108;;;;;;
918;;3188;;;;;;
3069;;1189;;;;;;
9698;;698;;;;;;
1280;;1349;;;;;;
904;;1335;;;;;;
5778;;1018;;;;;;
2014;;6869;;;;;;
1632;;867;;;;;;
2182;;593;;;;;;
1248;;1089;;;;;;
4573;;750;;;;;;
1788;;379;;;;;;
1101;;1337;;;;;;
1214;;3389;;;;;;
1499;;3098;;;;;;
536;;1952;;;;;;
3261;;2838;;;;;;
1629;;2887;;;;;;
2047;;3336;;;;;;
472;;2444;;;;;;
329;;554;;;;;;
1833;;1179;;;;;;
1158;;2212;;;;;;
3195;;513;;;;;;
1557;;1809;;;;;;
2124;;733;;;;;;
1548;;5424;;;;;;
682;;341;;;;;;
1862;;1644;;;;;;
3994;;1855;;;;;;
1573;;5498;;;;;;
2228;;3153;;;;;;
1214;;3767;;;;;;
1708;;8686;;;;;;
2207;;2542;;;;;;
2215;;638;;;;;;
1700;;998;;;;;;
4238;;5498;;;;;;
3561;;2332;;;;;;
3533;;2489;;;;;;
2605;;2357;;;;;;
1324;;4109;;;;;;
2549;;358;;;;;;
5575;;3099;;;;;;
4809;;1736;;;;;;
3196;;249;;;;;;
1286;;1296;;;;;;
3986;;719;;;;;;
2301;;398;;;;;;
3045;;1037;;;;;;
1189;;18557;;;;;;
1159;;2897;;;;;;
1654;;2344;;;;;;
375;;1584;;;;;;
4042;;411;;;;;;
3100;;1369;;;;;;
2564;;1252;;;;;;
5200;;767;;;;;;
1401;;1917;;;;;;
878;;709;;;;;;
1798;;4944;;;;;;
2518;;1417;;;;;;
12869;;4438;;;;;;
1549;;422;;;;;;
2027;;2516;;;;;;
798;;1258;;;;;;
1148;;1328;;;;;;
1148;;1837;;;;;;
2072;;1660;;;;;;
798;;962;;;;;;
2203;;1298;;;;;;
957;;701;;;;;;
6390;;5319;;;;;;
993;;2343;;;;;;
5014;;2569;;;;;;
2288;;3388;;;;;;
2490;;486;;;;;;
2697;;974;;;;;;
1843;;2897;;;;;;
2662;;858;;;;;;
389;;1659;;;;;;
19999;;558;;;;;;
4631;;1389;;;;;;
3729;;2017;;;;;;
705;;1008;;;;;;
1715;;3379;;;;;;
1089;;1007;;;;;;
1958;;1633;;;;;;
1816;;2756;;;;;;
6034;;1079;;;;;;
3234;;6906;;;;;;
758;;1009;;;;;;
2999;;5229;;;;;;
2349;;508;;;;;;
1549;;1298;;;;;;
1549;;668;;;;;;
2134;;4385;;;;;;
2496;;629;;;;;;
5124;;457;;;;;;
1202;;1723;;;;;;
1016;;2504;;;;;;
3453;;1737;;;;;;
10049;;1003;;;;;;
3617;;1689;;;;;;
867;;353;;;;;;
1888;;1649;;;;;;
2079;;1733;;;;;;
5074;;3479;;;;;;
2197;;1044;;;;;;
920;;3293;;;;;;
3449;;2008;;;;;;
4183;;11032;;;;;;
1226;;554;;;;;;
2139;;2188;;;;;;
1549;;2008;;;;;;
2165;;478;;;;;;
3241;;2958;;;;;;
3099;;698;;;;;;
4429;;927;;;;;;
2676;;439;;;;;;
529;;748;;;;;;
2335;;2162;;;;;;
1728;;480;;;;;;
9416;;2058;;;;;;
1643;;1731;;;;;;
3194;;849;;;;;;
2115;;3379;;;;;;
2256;;306;;;;;;
370;;528;;;;;;
2558;;1275;;;;;;
3472;;3091;;;;;;
2197;;808;;;;;;
4049;;2304;;;;;;
1247;;706;;;;;;
1549;;1407;;;;;;
3639;;977;;;;;;
2197;;2118;;;;;;
4248;;897;;;;;;
4087;;3098;;;;;;
1148;;639;;;;;;
1397;;4749;;;;;;
3495;;6240;;;;;;
1122;;2772;;;;;;
1519;;1184;;;;;;
352;;1008;;;;;;
2607;;2398;;;;;;
3209;;1297;;;;;;
2113;;1601;;;;;;
3250;;1264;;;;;;
2975;;1038;;;;;;
3237;;1254;;;;;;
8811;;1099;;;;;;
1389;;5498;;;;;;
1053;;688;;;;;;
5265;;1102;;;;;;
4176;;499;;;;;;
1645;;1405;;;;;;
1577;;567;;;;;;
8011;;3744;;;;;;
3921;;473;;;;;;
2199;;2494;;;;;;
1014;;1550;;;;;;
2154;;648;;;;;;
3803;;1098;;;;;;
2702;;2696;;;;;;
1098;;986;;;;;;
1679;;1256;;;;;;
1362;;1296;;;;;;
1858;;2086;;;;;;
2704;;5504;;;;;;
1064;;849;;;;;;
3020;;939;;;;;;
4104;;1829;;;;;;
2622;;1253;;;;;;
5269;;7656;;;;;;
3066;;2618;;;;;;
2469;;535;;;;;;
1298;;1444;;;;;;
8449;;1144;;;;;;
4895;;819;;;;;;
1583;;1532;;;;;;
2150;;478;;;;;;
1198;;648;;;;;;
3065;;2308;;;;;;
8249;;2108;;;;;;
240;;5498;;;;;;
3591;;3259;;;;;;
1098;;2388;;;;;;
1132;;2136;;;;;;
21997;;1170;;;;;;
2128;;4149;;;;;;
2549;;2421;;;;;;
1148;;2392;;;;;;
4112;;2798;;;;;;
2161;;267;;;;;;
984;;2412;;;;;;
2817;;591;;;;;;
2449;;1390;;;;;;
1798;;2448;;;;;;
1167;;3594;;;;;;
3404;;2248;;;;;;
844;;949;;;;;;
1867;;1650;;;;;;
1542;;2098;;;;;;
3115;;3654;;;;;;
2189;;589;;;;;;
1374;;4541;;;;;;
1088;;218;;;;;;
1378;;3694;;;;;;
3359;;1617;;;;;;
1098;;3056;;;;;;
1300;;798;;;;;;
5193;;883;;;;;;
2689;;1657;;;;;;
3461;;1898;;;;;;
4354;;4355;;;;;;
2145;;1629;;;;;;
2077;;1758;;;;;;
701;;5774;;;;;;
1162;;1116;;;;;;
1423;;573;;;;;;
2862;;4504;;;;;;
777;;972;;;;;;
1257;;739;;;;;;
1145;;1869;;;;;;
565;;544;;;;;;
1512;;1086;;;;;;
1784;;2493;;;;;;
4511;;1688;;;;;;
684;;4199;;;;;;
3758;;2099;;;;;;
1490;;2109;;;;;;
3396;;1113;;;;;;
1951;;5232;;;;;;
2197;;3303;;;;;;
976;;1190;;;;;;
283;;1736;;;;;;
1899;;1519;;;;;;
1531;;1079;;;;;;
2449;;2532;;;;;;
1549;;1557;;;;;;
1896;;747;;;;;;
1117;;1982;;;;;;
2189;;2255;;;;;;
1178;;3979;;;;;;
2789;;514;;;;;;
1599;;406;;;;;;
3894;;2030;;;;;;
1354;;1712;;;;;;
2306;;3655;;;;;;
1900;;4526;;;;;;
894;;2018;;;;;;
2857;;1520;;;;;;
4128;;1846;;;;;;
2199;;1058;;;;;;
1598;;1611;;;;;;
1327;;599;;;;;;
4074;;1499;;;;;;
2343;;639;;;;;;
3517;;2458;;;;;;
2197;;2544;;;;;;
2022;;1550;;;;;;
1259;;2478;;;;;;
2474;;2137;;;;;;
2448;;3563;;;;;;
1768;;3558;;;;;;
4493;;1496;;;;;;
1549;;880;;;;;;
1917;;1568;;;;;;
1995;;1356;;;;;;
1751;;150;;;;;;
2869;;7689;;;;;;
1447;;648;;;;;;
2398;;778;;;;;;
5646;;3053;;;;;;
2197;;1267;;;;;;
1207;;553;;;;;;
2722;;2128;;;;;;
2828;;1456;;;;;;
5678;;747;;;;;;
9568;;1049;;;;;;
1085;;1339;;;;;;
2386;;5520;;;;;;
6567;;648;;;;;;
1728;;2600;;;;;;
684;;1033;;;;;;
2346;;1498;;;;;;
790;;2007;;;;;;
2111;;708;;;;;;
4930;;614;;;;;;
3105;;967;;;;;;
4145;;4692;;;;;;
4396;;2098;;;;;;
538;;5048;;;;;;
1255;;1469;;;;;;
5410;;3621;;;;;;
1598;;7291;;;;;;
5578;;10956;;;;;;
1145;;1763;;;;;;
1264;;1296;;;;;;
5209;;1239;;;;;;
1812;;2568;;;;;;
2185;;2858;;;;;;
6693;;698;;;;;;
2761;;3842;;;;;;
453;;540;;;;;;
2863;;3260;;;;;;
2472;;2339;;;;;;
3080;;5965;;;;;;
3504;;1019;;;;;;
7338;;3548;;;;;;
544;;345;;;;;;
2138;;1679;;;;;;
3234;;5498;;;;;;
1352;;981;;;;;;
9715;;2098;;;;;;
5046;;1014;;;;;;
2045;;855;;;;;;
1480;;2108;;;;;;
4995;;1058;;;;;;
4715;;429;;;;;;
3315;;1633;;;;;;
2185;;19127;;;;;;
9804;;2080;;;;;;
2081;;678;;;;;;
3716;;2955;;;;;;
3954;;1472;;;;;;
930;;4548;;;;;;
2333;;833;;;;;;
1431;;1999;;;;;;
1188;;2558;;;;;;
1148;;540;;;;;;
3336;;16014;;;;;;
2843;;388;;;;;;
3956;;3832;;;;;;
1337;;454;;;;;;
2535;;1778;;;;;;
1481;;1949;;;;;;
3097;;1820;;;;;;
2615;;1509;;;;;;
3066;;2632;;;;;;
2158;;2098;;;;;;
3147;;1197;;;;;;
1877;;2108;;;;;;
8355;;2142;;;;;;
1424;;1587;;;;;;
798;;2261;;;;;;
1533;;2211;;;;;;
2774;;2046;;;;;;
2661;;521;;;;;;
1144;;786;;;;;;
2671;;3168;;;;;;
2359;;819;;;;;;
1013;;1749;;;;;;
11449;;3833;;;;;;
2043;;4599;;;;;;
12017;;2417;;;;;;
1702;;4999;;;;;;
704;;2088;;;;;;
3409;;1998;;;;;;
1140;;932;;;;;;
1714;;403;;;;;;
1264;;2514;;;;;;
1064;;867;;;;;;
2184;;8409;;;;;;
929;;3016;;;;;;
3683;;3059;;;;;;
2218;;8179;;;;;;
2335;;1452;;;;;;
1913;;2429;;;;;;
1607;;698;;;;;;
2349;;10293;;;;;;
2760;;1648;;;;;;
4576;;1677;;;;;;
1374;;2564;;;;;;
1046;;895;;;;;;
17842;;289;;;;;;
3919;;639;;;;;;
1898;;674;;;;;;
1651;;4278;;;;;;
3880;;889;;;;;;
8339;;1508;;;;;;
7064;;1559;;;;;;
2186;;3088;;;;;;
4930;;2080;;;;;;
2660;;2340;;;;;;
975;;1604;;;;;;
1148;;902;;;;;;
1561;;644;;;;;;
4109;;1808;;;;;;
5636;;698;;;;;;
2694;;1226;;;;;;
2197;;4394;;;;;;
1218;;1679;;;;;;
884;;711;;;;;;
3348;;967;;;;;;
501;;6186;;;;;;
2298;;1428;;;;;;
895;;2308;;;;;;
2498;;1419;;;;;;
9729;;689;;;;;;
1549;;843;;;;;;
3069;;4500;;;;;;
599;;749;;;;;;
1585;;1782;;;;;;
2077;;1617;;;;;;
1223;;1148;;;;;;
659;;2026;;;;;;
5814;;6127;;;;;;
2298;;1238;;;;;;
4278;;1341;;;;;;
10047;;3479;;;;;;
1148;;1821;;;;;;
1278;;3423;;;;;;
1460;;1171;;;;;;
1721;;1417;;;;;;
1783;;4478;;;;;;
2221;;5624;;;;;;
5040;;609;;;;;;
1298;;253;;;;;;
1849;;1426;;;;;;
1548;;606;;;;;;
1343;;580;;;;;;
2362;;7247;;;;;;
1549;;764;;;;;;
3480;;2971;;;;;;
3625;;1934;;;;;;
1474;;2454;;;;;;
3861;;1343;;;;;;
1315;;1968;;;;;;
4338;;1550;;;;;;
3246;;578;;;;;;
1976;;1899;;;;;;
4918;;1048;;;;;;
937;;1080;;;;;;
5049;;3898;;;;;;
2239;;2901;;;;;;
752;;1409;;;;;;
2088;;838;;;;;;
1798;;258;;;;;;
279;;457;;;;;;
572;;1716;;;;;;
926;;1780;;;;;;
1586;;1238;;;;;;
2371;;686;;;;;;
8649;;7098;;;;;;
1126;;849;;;;;;
556;;1428;;;;;;
1720;;966;;;;;;
1748;;2098;;;;;;
1549;;2199;;;;;;
1908;;3598;;;;;;
3505;;660;;;;;;
944;;2349;;;;;;
1162;;519;;;;;;
2637;;2460;;;;;;
2544;;2549;;;;;;
2979;;883;;;;;;
4175;;1439;;;;;;
1584;;988;;;;;;
788;;1907;;;;;;
1007;;1334;;;;;;
2079;;443;;;;;;
1823;;1396;;;;;;
1239;;3136;;;;;;
1951;;6348;;;;;;
475;;5794;;;;;;
1119;;1425;;;;;;
884;;1712;;;;;;
999;;1499;;;;;;
804;;458;;;;;;
1568;;5777;;;;;;
2619;;1358;;;;;;
2399;;2709;;;;;;
2156;;791;;;;;;
4041;;2064;;;;;;
3198;;889;;;;;;
2197;;618;;;;;;
4836;;1423;;;;;;
1716;;1690;;;;;;
1484;;6334;;;;;;
1880;;617;;;;;;
803;;2780;;;;;;
1368;;1836;;;;;;
8504;;1259;;;;;;
1878;;2823;;;;;;
1279;;1969;;;;;;
2761;;2198;;;;;;
1032;;1165;;;;;;
902;;1988;;;;;;
1549;;1557;;;;;;
2348;;3110;;;;;;
2593;;3651;;;;;;
1148;;1058;;;;;;
2216;;2490;;;;;;
3218;;1804;;;;;;
3082;;1158;;;;;;
1499;;742;;;;;;
603;;2039;;;;;;
1323;;5548;;;;;;
4177;;735;;;;;;
1447;;468;;;;;;
3613;;1872;;;;;;
7801;;590;;;;;;
1143;;773;;;;;;
2473;;2049;;;;;;
13848;;2238;;;;;;
643;;1748;;;;;;
1528;;1898;;;;;;
616;;3098;;;;;;
1910;;6228;;;;;;
2047;;2952;;;;;;
1119;;1827;;;;;;
1074;;3349;;;;;;
1634;;2558;;;;;;
1248;;907;;;;;;
2366;;3572;;;;;;
3490;;1079;;;;;;
5339;;2659;;;;;;
2882;;2748;;;;;;
2090;;5498;;;;;;
1628;;2646;;;;;;
1912;;1249;;;;;;
1448;;398;;;;;;
3849;;1613;;;;;;
826;;326;;;;;;
1809;;1961;;;;;;
2094;;5054;;;;;;
;;2229;;;;;;
;;1939;;;;;;
;;2440;;;;;;
;;912;;;;;;
;;2471;;;;;;
;;576;;;;;;
;;268;;;;;;
;;5019;;;;;;
;;2129;;;;;;
;;440;;;;;;
;;604;;;;;;
;;649;;;;;;
;;1337;;;;;;
;;1498;;;;;;
;;1428;;;;;;
;;329;;;;;;
;;2288;;;;;;
;;1136;;;;;;
;;1017;;;;;;
;;1037;;;;;;
;;2315;;;;;;
;;2960;;;;;;
;;2109;;;;;;
;;1720;;;;;;
;;1019;;;;;;
;;2728;;;;;;
;;2423;;;;;;
;;2014;;;;;;
;;1968;;;;;;
;;949;;;;;;
;;1099;;;;;;
;;3349;;;;;;
;;667;;;;;;
;;2827;;;;;;
;;6048;;;;;;
;;1822;;;;;;
;;619;;;;;;
;;2229;;;;;;
;;1919;;;;;;
;;2805;;;;;;
;;559;;;;;;
;;359;;;;;;
;;1758;;;;;;
;;3375;;;;;;
;;2202;;;;;;
;;699;;;;;;
;;1633;;;;;;
;;5449;;;;;;
;;806;;;;;;
;;3606;;;;;;
;;807;;;;;;
;;839;;;;;;
;;462;;;;;;
;;2930;;;;;;
;;7759;;;;;;
;;2097;;;;;;
;;2037;;;;;;
;;2344;;;;;;
;;5045;;;;;;
;;1638;;;;;;
;;1314;;;;;;
;;333;;;;;;
;;2833;;;;;;
;;5794;;;;;;
;;1274;;;;;;
;;708;;;;;;
;;1076;;;;;;
;;939;;;;;;
;;2969;;;;;;
;;1949;;;;;;
;;548;;;;;;
;;599;;;;;;
;;5018;;;;;;
;;1500;;;;;;
;;798;;;;;;
;;6118;;;;;;
;;1498;;;;;;
;;1382;;;;;;
;;2372;;;;;;
;;2352;;;;;;
;;1688;;;;;;
;;1644;;;;;;
;;1550;;;;;;
;;627;;;;;;
;;1646;;;;;;
;;1797;;;;;;
;;1087;;;;;;
;;698;;;;;;
;;498;;;;;;
;;690;;;;;;
;;958;;;;;;
;;669;;;;;;
;;3886;;;;;;
;;531;;;;;;
;;308;;;;;;
;;5192;;;;;;
;;2852;;;;;;
;;658;;;;;;
;;1169;;;;;;
;;419;;;;;;
;;1129;;;;;;
;;898;;;;;;
;;515;;;;;;
;;2197;;;;;;
;;519;;;;;;
;;888;;;;;;
;;2149;;;;;;
;;475;;;;;;
;;2557;;;;;;
;;6471;;;;;;
;;1302;;;;;;
;;623;;;;;;
;;3295;;;;;;
;;3240;;;;;;
;;2821;;;;;;
;;1623;;;;;;
;;528;;;;;;
;;1498;;;;;;
;;2168;;;;;;
;;1847;;;;;;
;;1899;;;;;;
;;1342;;;;;;
;;1498;;;;;;
;;1641;;;;;;
;;667;;;;;;
;;5848;;;;;;
;;2596;;;;;;
;;1299;;;;;;
;;298;;;;;;
;;1376;;;;;;
;;1506;;;;;;
;;659;;;;;;
;;2209;;;;;;
;;2239;;;;;;
;;1763;;;;;;
;;1189;;;;;;
;;2248;;;;;;
;;1283;;;;;;
;;7011;;;;;;
;;1201;;;;;;
;;301;;;;;;
;;989;;;;;;
;;1498;;;;;;
;;3730;;;;;;
;;877;;;;;;
;;1366;;;;;;
;;1689;;;;;;
;;1722;;;;;;
;;3468;;;;;;
;;748;;;;;;
;;1038;;;;;;
;;3928;;;;;;
;;1079;;;;;;
;;1898;;;;;;
;;1543;;;;;;
;;788;;;;;;
;;1608;;;;;;
;;1296;;;;;;
;;5889;;;;;;
;;1919;;;;;;
;;698;;;;;;
;;1033;;;;;;
;;324;;;;;;
;;4007;;;;;;
;;2128;;;;;;
;;4635;;;;;;
;;2794;;;;;;
;;3999;;;;;;
;;528;;;;;;
;;1079;;;;;;
;;8059;;;;;;
;;3080;;;;;;
;;4448;;;;;;
;;648;;;;;;
;;1172;;;;;;
;;1469;;;;;;
;;1680;;;;;;
;;3979;;;;;;
;;2039;;;;;;
;;679;;;;;;
;;1198;;;;;;
;;698;;;;;;
;;3945;;;;;;
;;2160;;;;;;
;;963;;;;;;
;;3054;;;;;;
;;3809;;;;;;
;;2160;;;;;;
;;3949;;;;;;
;;994;;;;;;
;;2297;;;;;;
;;5599;;;;;;
;;5898;;;;;;
;;1969;;;;;;
;;2784;;;;;;
;;2309;;;;;;
;;2079;;;;;;
;;2246;;;;;;
;;463;;;;;;
;;1898;;;;;;
;;3294;;;;;;
;;1324;;;;;;
;;9998;;;;;;
;;830;;;;;;
;;998;;;;;;
;;2289;;;;;;
;;2128;;;;;;
;;4994;;;;;;
;;1840;;;;;;
;;4782;;;;;;
;;7515;;;;;;
;;674;;;;;;
;;939;;;;;;
;;2089;;;;;;
;;2356;;;;;;
;;1513;;;;;;
;;2558;;;;;;
;;844;;;;;;
;;4480;;;;;;
;;1347;;;;;;
;;1928;;;;;;
;;2648;;;;;;
;;668;;;;;;
;;1095;;;;;;
;;2368;;;;;;
;;748;;;;;;
;;1579;;;;;;
;;1428;;;;;;
;;759;;;;;;
;;1609;;;;;;
;;1843;;;;;;
;;879;;;;;;
;;1808;;;;;;
;;998;;;;;;
;;1039;;;;;;
;;2035;;;;;;
;;587;;;;;;
;;1410;;;;;;
;;2945;;;;;;
;;683;;;;;;
;;539;;;;;;
;;297;;;;;;
;;13689;;;;;;
;;2819;;;;;;
;;748;;;;;;
;;5498;;;;;;
;;395;;;;;;
;;2709;;;;;;
;;2248;;;;;;
;;4049;;;;;;
;;1698;;;;;;
;;2588;;;;;;
;;4299;;;;;;
;;1339;;;;;;
;;1781;;;;;;
;;3848;;;;;;
;;667;;;;;;
;;4598;;;;;;
;;2728;;;;;;
;;4098;;;;;;
;;1340;;;;;;
;;1739;;;;;;
;;864;;;;;;
;;1448;;;;;;
;;1814;;;;;;
;;689;;;;;;
;;297;;;;;;
;;1239;;;;;;
;;2349;;;;;;
;;2116;;;;;;
;;519;;;;;;
;;968;;;;;;
;;250;;;;;;
;;1257;;;;;;
;;3993;;;;;;
;;1366;;;;;;
;;819;;;;;;
;;2915;;;;;;
;;5660;;;;;;
;;1259;;;;;;
;;772;;;;;;
;;1250;;;;;;
;;1398;;;;;;
;;2348;;;;;;
;;939;;;;;;
;;15223;;;;;;
;;402;;;;;;
;;1436;;;;;;
;;1343;;;;;;
;;638;;;;;;
;;1139;;;;;;
;;729;;;;;;
;;3598;;;;;;
;;2515;;;;;;
;;929;;;;;;
;;1258;;;;;;
;;1199;;;;;;
;;2089;;;;;;
;;4473;;;;;;
;;2648;;;;;;
;;1389;;;;;;
;;3548;;;;;;
;;3317;;;;;;
;;624;;;;;;
;;3068;;;;;;
;;1548;;;;;;
;;422;;;;;;
;;1150;;;;;;
;;863;;;;;;
;;2598;;;;;;
;;1008;;;;;;
;;685;;;;;;
;;2305;;;;;;
;;509;;;;;;
;;1641;;;;;;
;;3549;;;;;;
;;701;;;;;;
;;544;;;;;;
;;603;;;;;;
;;1098;;;;;;
;;1077;;;;;;
;;674;;;;;;
;;2984;;;;;;
;;3253;;;;;;
;;5498;;;;;;
;;413;;;;;;
;;1134;;;;;;
;;929;;;;;;
;;2198;;;;;;
;;1653;;;;;;
;;2550;;;;;;
;;1638;;;;;;
;;3710;;;;;;
;;4820;;;;;;
;;917;;;;;;
;;1489;;;;;;
;;1713;;;;;;
;;1381;;;;;;
;;697;;;;;;
;;549;;;;;;
;;319;;;;;;
;;4039;;;;;;
;;319;;;;;;
;;1097;;;;;;
;;1288;;;;;;
;;1479;;;;;;
;;5085;;;;;;
;;369;;;;;;
;;2165;;;;;;
;;2999;;;;;;
;;771;;;;;;
;;1039;;;;;;
;;1131;;;;;;
;;1820;;;;;;
;;1248;;;;;;
;;752;;;;;;
;;1560;;;;;;
;;1059;;;;;;
;;2615;;;;;;
;;1539;;;;;;
;;799;;;;;;
;;2849;;;;;;
;;2008;;;;;;
;;1167;;;;;;
;;1498;;;;;;
;;2949;;;;;;
;;1299;;;;;;
;;762;;;;;;
;;2049;;;;;;
;;1668;;;;;;
;;542;;;;;;
;;3836;;;;;;
;;3393;;;;;;
;;1183;;;;;;
;;3886;;;;;;
;;628;;;;;;
;;338;;;;;;
;;2326;;;;;;
;;1568;;;;;;
;;478;;;;;;
;;2392;;;;;;
;;1249;;;;;;
;;777;;;;;;
;;812;;;;;;
;;997;;;;;;
;;2466;;;;;;
;;667;;;;;;
;;2796;;;;;;
;;1188;;;;;;
;;2617;;;;;;
;;609;;;;;;
;;739;;;;;;
;;2642;;;;;;
;;3506;;;;;;
;;2199;;;;;;
;;607;;;;;;
;;1198;;;;;;
;;412;;;;;;
;;2098;;;;;;
;;1196;;;;;;
;;1045;;;;;;
;;1054;;;;;;
;;3400;;;;;;
;;2626;;;;;;
;;1348;;;;;;
;;1564;;;;;;
;;1500;;;;;;
;;1550;;;;;;
;;334;;;;;;
;;528;;;;;;
;;3418;;;;;;
;;2775;;;;;;
;;938;;;;;;
;;1787;;;;;;
;;2225;;;;;;
;;745;;;;;;
;;1487;;;;;;
;;387;;;;;;
;;1536;;;;;;
;;393;;;;;;
;;397;;;;;;
;;2530;;;;;;
;;2099;;;;;;
;;649;;;;;;
;;488;;;;;;
;;568;;;;;;
;;3831;;;;;;
;;2882;;;;;;
;;2386;;;;;;
;;1160;;;;;;
;;1338;;;;;;
;;8015;;;;;;
;;558;;;;;;
;;2056;;;;;;
;;1109;;;;;;
;;1079;;;;;;
;;5874;;;;;;
;;791;;;;;;
;;250;;;;;;
;;698;;;;;;
;;2366;;;;;;
;;3662;;;;;;
;;3116;;;;;;
;;1387;;;;;;
;;2898;;;;;;
;;1840;;;;;;
;;698;;;;;;
;;929;;;;;;
;;1622;;;;;;
;;1079;;;;;;
;;687;;;;;;
;;3248;;;;;;
;;2270;;;;;;
;;883;;;;;;
;;1328;;;;;;
;;639;;;;;;
;;3898;;;;;;
;;669;;;;;;
;;3916;;;;;;
;;1389;;;;;;
;;593;;;;;;
;;964;;;;;;
;;2648;;;;;;
;;729;;;;;;
;;7006;;;;;;
;;936;;;;;;
;;2988;;;;;;
;;749;;;;;;
;;1065;;;;;;
;;1667;;;;;;
;;1385;;;;;;
;;2667;;;;;;
;;1028;;;;;;
;;258;;;;;;
;;579;;;;;;
;;648;;;;;;
;;570;;;;;;
;;2288;;;;;;
;;404;;;;;;
;;1244;;;;;;
;;5631;;;;;;
;;2642;;;;;;
;;1238;;;;;;
;;648;;;;;;
;;1383;;;;;;
;;3035;;;;;;
;;1397;;;;;;
;;897;;;;;;
;;544;;;;;;
;;429;;;;;;
;;13384;;;;;;
;;2058;;;;;;
;;1911;;;;;;
;;2897;;;;;;
;;662;;;;;;
;;606;;;;;;
;;2798;;;;;;
;;658;;;;;;
;;714;;;;;;
;;1436;;;;;;
;;4699;;;;;;
;;3094;;;;;;
;;1405;;;;;;
;;859;;;;;;
;;868;;;;;;
;;3550;;;;;;
;;506;;;;;;
;;1176;;;;;;
;;3654;;;;;;
;;534;;;;;;
;;1734;;;;;;
;;2370;;;;;;
;;1295;;;;;;
;;1166;;;;;;
;;3379;;;;;;
;;1000;;;;;;
;;1237;;;;;;
;;815;;;;;;
;;3742;;;;;;
;;1694;;;;;;
;;3366;;;;;;
;;1698;;;;;;
;;918;;;;;;
;;592;;;;;;
;;1942;;;;;;
;;1870;;;;;;
;;2504;;;;;;
;;489;;;;;;
;;579;;;;;;
;;449;;;;;;
;;849;;;;;;
;;918;;;;;;
;;2564;;;;;;
;;1638;;;;;;
;;2718;;;;;;
;;1499;;;;;;
;;286;;;;;;
;;1464;;;;;;
;;448;;;;;;
;;1156;;;;;;
;;2631;;;;;;
;;628;;;;;;
;;2021;;;;;;
;;2341;;;;;;
;;2335;;;;;;
;;515;;;;;;
;;1668;;;;;;
;;1479;;;;;;
;;1058;;;;;;
;;1280;;;;;;
;;698;;;;;;
;;1206;;;;;;
;;598;;;;;;
;;1768;;;;;;
;;4385;;;;;;
;;574;;;;;;
;;1989;;;;;;
;;3627;;;;;;
;;1528;;;;;;
;;2248;;;;;;
;;2262;;;;;;
;;1039;;;;;;
;;1783;;;;;;
;;11088;;;;;;
;;668;;;;;;
;;891;;;;;;
;;1877;;;;;;
;;1749;;;;;;
;;378;;;;;;
;;1926;;;;;;
;;2171;;;;;;
;;1194;;;;;;
;;613;;;;;;
;;339;;;;;;
;;863;;;;;;
;;1744;;;;;;
;;1939;;;;;;
;;574;;;;;;
