Кластер 1;Кластер 2;Кластер 3;Кластер 4;;;;;
1798;6198;1157;1899;;;;;
4046;819;3174;3349;;;;;
3066;5098;466;7600;;;;;
1148;1555;1929;1469;;;;;
5241;1819;4428;319;;;;;
2994;298;3075;1139;;;;;
2856;1475;1897;19574;;;;;
2783;1660;424;3324;;;;;
2673;2844;2521;5598;;;;;
4386;2898;643;9969;;;;;
1349;847;614;5243;;;;;
1478;872;849;5589;;;;;
1798;1609;1049;3466;;;;;
5036;5148;395;24419;;;;;
2286;1196;441;19098;;;;;
2260;3146;636;3207;;;;;
4092;1145;307;8197;;;;;
1597;2198;3898;4143;;;;;
2311;1098;1829;2699;;;;;
2098;1127;1628;4778;;;;;
5931;10596;1379;3139;;;;;
1992;5236;1375;1689;;;;;
2854;6148;569;7570;;;;;
874;448;647;18144;;;;;
843;3036;675;8615;;;;;
1867;1248;9948;4260;;;;;
1296;1674;867;1432;;;;;
1381;1937;3894;8870;;;;;
1441;798;1448;21089;;;;;
5044;1398;332;2924;;;;;
2079;557;919;2369;;;;;
1550;2898;267;20849;;;;;
2844;3898;1967;8635;;;;;
13086;1886;1311;28412;;;;;
1549;497;4739;4828;;;;;
911;1026;368;8199;;;;;
4889;1418;1879;3898;;;;;
1500;1948;9493;3799;;;;;
1672;1711;228;5556;;;;;
4694;788;958;2563;;;;;
4172;763;549;32389;;;;;
9038;2195;1158;25089;;;;;
2927;6291;1838;15393;;;;;
4059;2848;1947;31999;;;;;
3696;948;2275;14698;;;;;
237;2024;308;19655;;;;;
983;1436;2198;13949;;;;;
1768;2229;780;5138;;;;;
6093;2432;1864;2718;;;;;
3096;3656;1189;1967;;;;;
699;3849;1873;23749;;;;;
2921;598;1328;4399;;;;;
2999;12246;4446;3349;;;;;
2197;757;819;1089;;;;;
5049;2233;1598;7744;;;;;
4055;498;2109;1719;;;;;
2096;4980;685;8049;;;;;
1614;1548;1780;5650;;;;;
1299;3066;84;2149;;;;;
4429;952;3227;20799;;;;;
1298;1889;3837;11736;;;;;
2029;887;1935;14662;;;;;
7763;1144;1677;22089;;;;;
2506;3498;848;2474;;;;;
1441;1298;4444;14699;;;;;
1528;24808;476;27659;;;;;
2487;4798;1740;824;;;;;
1658;3277;1088;4129;;;;;
5363;4160;1669;22836;;;;;
1789;4353;831;1049;;;;;
3799;2754;4997;2488;;;;;
3066;2261;2209;18999;;;;;
3232;3421;2981;3950;;;;;
3196;1310;8629;2565;;;;;
1831;3120;1402;5458;;;;;
1040;2398;5448;4778;;;;;
5064;1198;689;14848;;;;;
2932;1941;946;2108;;;;;
1038;2854;2898;6204;;;;;
4998;198;750;28599;;;;;
1340;3298;969;2854;;;;;
2055;2449;8581;5598;;;;;
1414;616;1500;19000;;;;;
1762;2306;1388;12720;;;;;
3737;1334;2454;10099;;;;;
2767;848;608;4279;;;;;
1723;6929;669;27300;;;;;
3117;1442;3738;11084;;;;;
3972;1470;2054;13899;;;;;
3458;1497;1048;8929;;;;;
1542;2516;1557;24700;;;;;
3650;4187;4358;7649;;;;;
2485;2103;2730;2189;;;;;
2527;2047;2958;4184;;;;;
4062;4666;8975;10078;;;;;
664;1638;4968;1999;;;;;
4290;2647;3332;8339;;;;;
1584;2676;1038;4669;;;;;
2456;817;1570;32990;;;;;
2019;1598;4399;9048;;;;;
2004;2598;4222;6799;;;;;
2004;2798;679;39366;;;;;
2874;605;1810;2052;;;;;
2769;3098;2548;18749;;;;;
1167;798;1304;19000;;;;;
7614;796;1839;1399;;;;;
2147;2677;247;482;;;;;
1156;258;2305;19000;;;;;
487;848;714;1924;;;;;
2762;5898;649;2589;;;;;
2587;2033;536;13399;;;;;
2148;398;716;1347;;;;;
1284;2135;996;4559;;;;;
1346;3071;792;4778;;;;;
2365;1247;4249;13200;;;;;
4875;1679;1310;18225;;;;;
1074;2098;1351;10399;;;;;
2484;408;6987;3424;;;;;
7340;488;3562;2341;;;;;
4005;3254;4979;3049;;;;;
19653;950;2731;574;;;;;
450;2246;1378;2198;;;;;
2734;1828;568;3129;;;;;
2281;3233;1014;5849;;;;;
2516;1077;1759;1353;;;;;
2273;3017;1747;13799;;;;;
3328;934;1898;3278;;;;;
2050;3398;512;1809;;;;;
1924;2712;1748;2080;;;;;
1479;699;469;20089;;;;;
1118;2306;753;5314;;;;;
1628;2614;430;2124;;;;;
3581;2280;1858;14117;;;;;
2934;4277;2189;2569;;;;;
3959;2102;948;29199;;;;;
3055;15690;768;4399;;;;;
2297;15689;2438;16019;;;;;
1375;3156;2147;5220;;;;;
4904;498;638;33289;;;;;
1189;898;712;1329;;;;;
1178;3198;267;5552;;;;;
1048;1145;2003;1759;;;;;
2114;955;1916;1179;;;;;
2139;5424;1955;11999;;;;;
2204;2797;2270;13599;;;;;
8529;2598;558;1181;;;;;
3261;2098;609;7753;;;;;
6327;5787;5200;2489;;;;;
1588;4228;1818;2899;;;;;
4160;3421;916;1098;;;;;
2027;821;993;12296;;;;;
1104;3139;1160;1592;;;;;
816;1356;2998;3181;;;;;
3016;4198;937;1182;;;;;
3490;748;779;4073;;;;;
518;2598;2109;8524;;;;;
2549;1486;1204;9598;;;;;
4994;990;2130;8265;;;;;
7652;898;248;625;;;;;
2937;1513;1027;9034;;;;;
765;2198;3003;12186;;;;;
1415;2550;2579;21089;;;;;
1874;6964;829;7600;;;;;
2147;2609;1801;17711;;;;;
767;3358;656;9089;;;;;
1944;3698;1158;9798;;;;;
1360;5691;2063;983;;;;;
2722;2152;280;7598;;;;;
2800;2158;2168;4898;;;;;
1408;3248;2258;10729;;;;;
1397;1293;388;679;;;;;
1499;2836;2282;2070;;;;;
2210;4398;1878;3994;;;;;
2045;1898;1008;20049;;;;;
7961;2298;895;8891;;;;;
758;1995;589;16249;;;;;
5066;2598;2414;7824;;;;;
448;7872;1548;16224;;;;;
2197;7732;1378;5069;;;;;
2549;699;2306;7648;;;;;
2802;4247;3418;19819;;;;;
3898;458;3048;29769;;;;;
2931;2871;1489;7150;;;;;
1953;1706;1831;1899;;;;;
4022;3348;2525;5359;;;;;
2140;2598;569;6392;;;;;
1953;2998;915;2199;;;;;
1413;738;5112;524;;;;;
2033;5220;398;5039;;;;;
2549;948;10724;5140;;;;;
2404;3948;2329;3089;;;;;
1598;1482;1396;2519;;;;;
992;2098;538;13989;;;;;
2162;2799;1812;1569;;;;;
1639;798;4111;7649;;;;;
5395;2348;1029;1674;;;;;
1048;2442;1028;1000;;;;;
1962;1945;218;12019;;;;;
2056;2302;539;2699;;;;;
3157;1511;1889;6840;;;;;
1676;2198;843;4596;;;;;
1499;2866;1428;1449;;;;;
1555;2894;999;20235;;;;;
1414;1405;4397;25889;;;;;
8772;1597;1829;5274;;;;;
2447;2757;2536;5549;;;;;
1107;658;1628;6470;;;;;
6609;1098;1098;1079;;;;;
2371;1217;1643;7097;;;;;
3126;2147;898;1354;;;;;
1001;2470;2928;761;;;;;
3954;4757;5108;33688;;;;;
742;1898;1160;18489;;;;;
4039;2826;777;2149;;;;;
3614;396;789;1503;;;;;
462;1063;871;1839;;;;;
1976;1191;1458;2062;;;;;
5227;3291;2557;2199;;;;;
1499;7175;582;17499;;;;;
3338;1196;1623;349;;;;;
526;2713;1655;1289;;;;;
2767;4616;439;2715;;;;;
3092;1736;5078;1939;;;;;
993;1667;3954;5939;;;;;
1533;9477;1589;689;;;;;
1470;438;1928;2119;;;;;
3614;1580;3270;20644;;;;;
3112;2598;782;1239;;;;;
2147;686;2258;2899;;;;;
1670;1297;335;2565;;;;;
694;1963;1548;7689;;;;;
2077;1245;859;12499;;;;;
1948;1386;1560;4589;;;;;
2692;4846;3195;1854;;;;;
1598;1373;3418;13574;;;;;
4005;3307;505;9558;;;;;
1038;3938;2649;3349;;;;;
3620;2998;1687;5680;;;;;
4831;1304;1448;10089;;;;;
7915;2898;3352;3994;;;;;
7140;2898;2568;9110;;;;;
3081;997;849;4999;;;;;
1599;498;825;526;;;;;
1549;1017;3848;20375;;;;;
2147;6453;1620;11889;;;;;
1760;4234;2249;10499;;;;;
2003;898;3949;4989;;;;;
1400;1496;1344;4698;;;;;
2270;1114;2546;10941;;;;;
1148;1678;1088;1099;;;;;
1329;2318;1096;22800;;;;;
9420;858;4114;19144;;;;;
2197;1292;2168;6948;;;;;
5208;2398;408;8014;;;;;
973;1098;3001;10640;;;;;
1069;3751;1989;1519;;;;;
2147;698;3141;11108;;;;;
1084;615;199;3994;;;;;
4530;1371;3031;7570;;;;;
2807;957;2569;589;;;;;
2578;2964;2078;1519;;;;;
1048;3006;1089;12549;;;;;
3787;1598;1152;6089;;;;;
2088;2460;3979;14089;;;;;
1975;4098;4658;2449;;;;;
14250;1198;2663;22599;;;;;
2083;450;960;57095;;;;;
550;1586;2997;32688;;;;;
1596;367;4058;6633;;;;;
1491;1121;1304;1719;;;;;
6550;3625;1013;4507;;;;;
549;1596;11030;4381;;;;;
839;1057;667;2999;;;;;
10690;3836;1049;34549;;;;;
689;898;13098;1996;;;;;
756;607;1059;38016;;;;;
2147;1572;2929;24418;;;;;
2606;4218;1066;1279;;;;;
2435;2646;2309;4569;;;;;
4425;1558;668;4348;;;;;
2139;1997;3079;3448;;;;;
3026;969;569;22999;;;;;
737;1097;2295;6224;;;;;
7778;1475;3398;3088;;;;;
2399;6876;1248;3473;;;;;
5448;897;743;6729;;;;;
1748;966;1678;2618;;;;;
1176;1121;2699;4134;;;;;
208;2798;2724;3801;;;;;
4538;598;2042;25699;;;;;
1548;1515;4696;1974;;;;;
1201;662;687;1309;;;;;
2564;3698;656;3785;;;;;
1722;2605;1098;2149;;;;;
2320;4242;456;6774;;;;;
1622;1495;489;1279;;;;;
1570;2374;1101;2667;;;;;
1819;1351;1439;1659;;;;;
2935;3598;9337;11068;;;;;
3184;20459;6297;27549;;;;;
2215;1539;652;1689;;;;;
1098;598;3548;629;;;;;
1273;4426;3419;2689;;;;;
1986;1063;268;1299;;;;;
4403;5298;618;5985;;;;;
925;3648;744;24610;;;;;
8004;868;637;334;;;;;
1417;1157;751;6124;;;;;
1041;788;2343;9470;;;;;
1288;1625;2549;2424;;;;;
6477;557;3968;12819;;;;;
3981;4097;1298;1236;;;;;
787;1246;2316;2139;;;;;
1415;3236;3040;21699;;;;;
519;2465;2478;9449;;;;;
3701;2604;3509;1638;;;;;
2059;3061;1199;3269;;;;;
869;5050;2857;4200;;;;;
2517;498;3490;1379;;;;;
2049;5997;858;2819;;;;;
2322;598;2367;808;;;;;
2776;1255;569;12127;;;;;
4251;9395;9941;23989;;;;;
721;1196;769;548;;;;;
3223;2085;12820;5348;;;;;
3410;18395;3061;45419;;;;;
5978;2902;1076;26269;;;;;
1500;2598;1247;3849;;;;;
1234;3200;3187;1239;;;;;
2000;4698;1304;1489;;;;;
3282;948;1127;28149;;;;;
1491;1443;10789;8990;;;;;
1399;1026;2695;5372;;;;;
956;2424;759;3138;;;;;
1703;517;2865;32869;;;;;
1603;3492;609;1543;;;;;
894;2448;573;1720;;;;;
1258;1018;2300;19574;;;;;
3439;4398;2715;4828;;;;;
935;1198;1229;14799;;;;;
1107;1192;2319;6379;;;;;
3711;832;1555;704;;;;;
2888;3747;468;6898;;;;;
2110;5698;584;9940;;;;;
1725;2141;1517;1379;;;;;
4590;2781;1398;9559;;;;;
812;2148;3245;35099;;;;;
1499;1748;1349;1789;;;;;
2782;3225;2398;3799;;;;;
1434;6410;2974;5946;;;;;
3639;3598;1315;32290;;;;;
1156;3133;5574;16249;;;;;
2656;4321;1038;21398;;;;;
4165;1198;376;4826;;;;;
1632;4598;1213;3429;;;;;
1822;798;618;7000;;;;;
2133;3398;7098;2788;;;;;
1812;3323;1359;20251;;;;;
2726;1198;1801;2229;;;;;
2068;2402;3129;3708;;;;;
2147;2389;2806;7024;;;;;
1098;2104;2126;6714;;;;;
2776;3840;648;17099;;;;;
1251;938;12036;7570;;;;;
766;2968;1365;5750;;;;;
3269;2310;868;2937;;;;;
2189;898;2526;2949;;;;;
2129;691;2441;6984;;;;;
4818;498;4398;5465;;;;;
789;1054;1698;12869;;;;;
2434;1198;3416;1139;;;;;
385;1770;2158;81299;;;;;
3066;1000;283;5659;;;;;
2077;748;3998;11689;;;;;
2197;3598;1248;25464;;;;;
7256;1845;1058;664;;;;;
958;5098;1181;1949;;;;;
12049;1274;357;5039;;;;;
1296;1998;2226;2377;;;;;
2188;3298;879;2804;;;;;
3361;5898;2563;470;;;;;
2028;9633;1816;21399;;;;;
2991;1026;564;9748;;;;;
4614;3367;253;1417;;;;;
2763;1297;1928;1284;;;;;
919;526;2977;2233;;;;;
1420;1397;828;2488;;;;;
944;3271;2445;1148;;;;;
1499;2248;1106;1279;;;;;
2047;1356;648;5039;;;;;
3214;3598;280;2922;;;;;
996;2672;2149;749;;;;;
396;498;1504;5499;;;;;
11220;1535;3537;1614;;;;;
3121;1507;410;3321;;;;;
1219;1598;1030;3388;;;;;
1727;1478;418;14349;;;;;
1243;2512;3437;13106;;;;;
2509;777;798;4299;;;;;
2027;1848;4738;7698;;;;;
2218;1667;1291;27399;;;;;
546;4248;2438;58699;;;;;
2321;1598;1577;7646;;;;;
3007;1048;1839;3550;;;;;
1347;1136;2970;18089;;;;;
2556;2075;793;12819;;;;;
3193;1048;420;8288;;;;;
845;1492;501;8999;;;;;
739;2147;6166;25188;;;;;
1294;5098;1311;3842;;;;;
1208;1802;3722;7759;;;;;
2068;478;2047;26300;;;;;
1299;2098;1218;8539;;;;;
2030;1167;1431;4890;;;;;
2972;3168;9297;5089;;;;;
3266;5897;1667;2949;;;;;
615;4806;2059;18806;;;;;
2961;4351;836;1899;;;;;
3057;861;504;33966;;;;;
1066;926;5509;10099;;;;;
458;1565;258;27659;;;;;
3705;930;1689;3801;;;;;
4546;2622;3477;2100;;;;;
2107;1042;224;25991;;;;;
911;1330;2587;4978;;;;;
4998;1714;2265;21699;;;;;
7895;1196;1145;8049;;;;;
3556;599;288;13969;;;;;
1766;1828;3748;3699;;;;;
1319;2049;1484;9517;;;;;
1099;448;1669;3139;;;;;
5644;6260;567;2999;;;;;
573;2814;1594;27328;;;;;
471;7204;1289;18909;;;;;
1503;2570;1682;4873;;;;;
1951;4313;2088;5458;;;;;
4274;3497;5056;24999;;;;;
971;1029;1548;2539;;;;;
1222;2062;1328;2339;;;;;
328;798;2338;10089;;;;;
3787;2882;1340;2229;;;;;
1823;3698;8048;12886;;;;;
2039;4698;1334;3349;;;;;
650;1457;1119;5448;;;;;
275;2923;496;3549;;;;;
1648;4323;3829;4145;;;;;
6299;2498;1459;1239;;;;;
1487;867;1878;3950;;;;;
5544;6218;468;3994;;;;;
3442;897;2706;9098;;;;;
1372;2654;958;3129;;;;;
9175;498;2146;1239;;;;;
2876;208;2347;6548;;;;;
6701;2354;1964;7689;;;;;
1408;698;1868;3519;;;;;
3344;738;1557;5789;;;;;
929;2098;1192;1079;;;;;
4689;1289;7146;12449;;;;;
3499;2698;678;13929;;;;;
2392;3298;1029;6898;;;;;
1990;1331;678;1289;;;;;
3297;8836;1846;16249;;;;;
1876;1378;688;6599;;;;;
2269;1464;1735;3569;;;;;
2160;1174;321;4649;;;;;
4608;2080;2045;7689;;;;;
5226;2688;652;21670;;;;;
962;6582;348;1723;;;;;
5866;840;1197;2448;;;;;
2922;863;980;1129;;;;;
1777;2002;1868;8990;;;;;
2118;998;3945;5129;;;;;
1512;14024;754;2142;;;;;
4760;1498;980;5839;;;;;
1518;977;1739;3600;;;;;
1029;3252;329;13639;;;;;
2745;4412;3839;2289;;;;;
1138;731;7098;20900;;;;;
3355;813;4342;3521;;;;;
1499;998;2634;11395;;;;;
1018;1215;2148;2445;;;;;
1001;3254;2020;6898;;;;;
2949;1298;218;25909;;;;;
404;3738;494;6848;;;;;
1734;3698;875;4639;;;;;
2147;2098;10879;5359;;;;;
2949;2523;3332;4985;;;;;
1754;498;4268;5609;;;;;
3094;4076;1797;10565;;;;;
5112;1348;503;3792;;;;;
3447;398;1438;18339;;;;;
2386;1011;569;6639;;;;;
397;758;2584;6274;;;;;
1905;5497;1791;3674;;;;;
2721;298;1518;5508;;;;;
4198;1934;1503;4114;;;;;
336;1445;3498;5122;;;;;
2153;4955;582;18594;;;;;
1612;2848;4132;6749;;;;;
1748;248;893;1719;;;;;
2167;345;205;2591;;;;;
7077;248;1814;2898;;;;;
3313;14620;1420;5690;;;;;
3142;609;4352;2904;;;;;
1039;2548;556;2569;;;;;
718;2348;2085;1711;;;;;
3158;1036;4998;1949;;;;;
778;3980;2123;7083;;;;;
2027;3747;1109;23942;;;;;
1748;1915;2749;14799;;;;;
958;2496;1038;8323;;;;;
3062;8445;648;11499;;;;;
929;4848;2424;23755;;;;;
265;1748;1458;10879;;;;;
1192;2174;646;10640;;;;;
5731;2448;6128;21645;;;;;
3196;458;479;1729;;;;;
257;4696;2438;5919;;;;;
1360;948;6002;3146;;;;;
1098;1891;2384;642;;;;;
1134;3585;228;5700;;;;;
364;442;1148;14569;;;;;
1571;2148;1535;12069;;;;;
2717;1360;674;12514;;;;;
3596;2382;136;5906;;;;;
419;1255;1689;5729;;;;;
4588;2748;2039;25078;;;;;
20208;1247;668;315;;;;;
1499;3488;5228;9800;;;;;
3594;1070;1259;638;;;;;
2405;588;2118;28169;;;;;
2585;2656;2159;4309;;;;;
456;1974;434;9172;;;;;
2563;6004;847;654;;;;;
6362;707;2117;771;;;;;
618;2048;2532;8755;;;;;
2020;847;1228;29308;;;;;
1248;1036;348;32449;;;;;
2004;980;987;23549;;;;;
3487;1140;4559;3184;;;;;
2348;4446;2108;3450;;;;;
3964;1094;1557;2149;;;;;
2267;1448;756;19949;;;;;
2213;2675;5048;417;;;;;
5049;1448;2613;21039;;;;;
1318;3148;467;1132;;;;;
2239;2042;2578;5230;;;;;
2613;1822;732;11248;;;;;
1507;2948;1177;2279;;;;;
2147;648;223;17100;;;;;
1323;5046;1378;4799;;;;;
3799;647;1009;2305;;;;;
3622;3199;2294;209;;;;;
1151;2847;958;8521;;;;;
1548;2636;2169;2239;;;;;
4279;1048;469;489;;;;;
3261;608;2065;3374;;;;;
5044;1420;760;3184;;;;;
1599;2126;374;2234;;;;;
3638;1048;349;13700;;;;;
6567;979;983;5789;;;;;
2580;1197;1389;5648;;;;;
5526;3332;648;4362;;;;;
1751;5332;762;8649;;;;;
1893;2016;978;15120;;;;;
1720;3481;1496;7589;;;;;
2185;2648;1991;6939;;;;;
1780;1140;610;9089;;;;;
4622;28202;2129;2589;;;;;
2189;548;2913;699;;;;;
4149;2283;1488;12183;;;;;
2066;548;972;5161;;;;;
3146;2553;1246;20579;;;;;
5108;848;1009;319;;;;;
4400;1137;2918;2149;;;;;
6479;1498;2029;4839;;;;;
12784;5278;680;18099;;;;;
569;5929;1719;11739;;;;;
6024;3648;1308;14177;;;;;
2147;1147;948;12024;;;;;
494;1830;1627;7505;;;;;
1843;1445;1402;29209;;;;;
3588;1206;1379;5239;;;;;
1738;1122;3848;7936;;;;;
1508;408;668;5552;;;;;
2718;6038;158;2280;;;;;
1319;283;1269;879;;;;;
3626;844;1996;3399;;;;;
2098;1847;658;3769;;;;;
2002;4516;1579;998;;;;;
11834;1098;2131;23940;;;;;
545;5571;567;1068;;;;;
1878;4616;382;22649;;;;;
2238;1830;978;9576;;;;;
3246;2587;1756;5780;;;;;
2799;4497;2374;4899;;;;;
2147;397;2779;16410;;;;;
278;3715;193;2280;;;;;
2215;3098;1326;3399;;;;;
1713;2622;394;1410;;;;;
1089;2789;1857;3285;;;;;
1790;1848;4628;39100;;;;;
7895;3245;1868;349;;;;;
1382;2005;1288;48000;;;;;
4905;3585;1787;799;;;;;
1119;898;2352;336;;;;;
725;4898;3765;754;;;;;
2471;1206;1218;1239;;;;;
3442;4109;499;6916;;;;;
5859;874;1514;22600;;;;;
1798;1736;918;4889;;;;;
1968;3057;5399;2999;;;;;
2386;4055;1318;6448;;;;;
964;3597;748;939;;;;;
1740;848;2590;1646;;;;;
4755;1898;1369;4044;;;;;
3198;498;946;3420;;;;;
1042;3008;3957;5977;;;;;
1166;2560;1400;1334;;;;;
1598;2169;2248;1339;;;;;
2559;497;498;7220;;;;;
796;1404;1778;11223;;;;;
4044;1985;553;1213;;;;;
4948;918;1123;3935;;;;;
2494;1498;2159;1924;;;;;
2282;726;2545;45221;;;;;
729;313;419;1800;;;;;
4195;2558;1759;3699;;;;;
985;640;274;1899;;;;;
4144;1148;676;19094;;;;;
2947;1215;894;21512;;;;;
857;5138;1448;8174;;;;;
3497;1409;828;3699;;;;;
2854;1917;1208;12069;;;;;
3546;498;429;21759;;;;;
1088;4296;2563;27570;;;;;
1979;1070;1519;30374;;;;;
3066;1748;6437;8184;;;;;
4187;1448;827;2218;;;;;
2676;1998;10535;21719;;;;;
1884;388;3145;14492;;;;;
13932;1796;1096;5220;;;;;
1543;6222;1916;4129;;;;;
3710;1348;1225;23754;;;;;
1719;3648;2529;16320;;;;;
2079;3248;755;33109;;;;;
2003;1868;2515;4198;;;;;
3124;3306;505;489;;;;;
1497;2036;3278;20274;;;;;
2097;3048;1598;1289;;;;;
1419;2048;617;3994;;;;;
1603;1048;958;3979;;;;;
1859;3548;1598;2932;;;;;
2550;1565;1126;2803;;;;;
2204;1948;1929;1809;;;;;
1444;5310;3479;6898;;;;;
3266;2058;469;4589;;;;;
2474;748;5797;6639;;;;;
1127;4625;559;6154;;;;;
1089;1324;1077;4989;;;;;
2475;1548;1021;8959;;;;;
3649;5028;2126;1810;;;;;
1250;1644;425;2524;;;;;
2029;1011;622;2515;;;;;
919;1002;2146;5690;;;;;
2464;418;1311;18849;;;;;
725;1296;1559;3315;;;;;
2559;485;2808;6898;;;;;
1098;2379;1079;1808;;;;;
2052;1815;1340;4009;;;;;
2610;478;2148;679;;;;;
1686;3048;1920;24409;;;;;
963;269;901;7699;;;;;
1499;8242;1410;3139;;;;;
3242;1506;684;11409;;;;;
1249;1512;4049;6098;;;;;
999;955;589;5539;;;;;
1051;2692;2611;15769;;;;;
4594;10246;2534;2939;;;;;
1767;1948;1162;7029;;;;;
5649;756;2199;22653;;;;;
1914;1748;3212;3179;;;;;
5049;672;1158;1089;;;;;
1986;1016;5437;3950;;;;;
736;2547;1889;26164;;;;;
1313;448;2107;6049;;;;;
5054;2484;4799;6178;;;;;
3616;5576;3882;2279;;;;;
2607;348;2014;9800;;;;;
562;1448;1237;2089;;;;;
1548;1948;1817;5690;;;;;
2599;1956;4715;3699;;;;;
2099;577;3792;3413;;;;;
1499;478;1048;2589;;;;;
1612;1290;4461;5508;;;;;
3673;448;1959;6739;;;;;
4560;1269;620;51849;;;;;
3677;950;389;33988;;;;;
2693;4248;2379;9699;;;;;
2651;6264;242;12699;;;;;
1989;2172;2407;2656;;;;;
2009;1305;1818;8098;;;;;
3249;1768;864;4989;;;;;
1098;548;1378;5359;;;;;
9795;2528;553;3164;;;;;
1285;648;925;10399;;;;;
2248;1855;2988;8468;;;;;
2109;3508;2699;22699;;;;;
1728;4418;3788;14998;;;;;
3930;418;623;4794;;;;;
10072;5120;6954;12122;;;;;
2191;3347;1997;2944;;;;;
1139;2100;449;12896;;;;;
3590;3676;1135;9999;;;;;
3015;3663;814;62099;;;;;
5255;2398;6344;7372;;;;;
2449;4605;2251;3469;;;;;
1148;2372;1348;8686;;;;;
980;1520;2096;22375;;;;;
3810;4698;398;3939;;;;;
3355;1483;649;14339;;;;;
1688;917;2868;3950;;;;;
685;4162;1247;3260;;;;;
2077;2496;1530;6416;;;;;
3411;1255;2899;2700;;;;;
1308;6521;1361;16599;;;;;
3376;5983;1029;1096;;;;;
289;1925;2497;8609;;;;;
2699;841;917;22649;;;;;
10224;897;1306;44275;;;;;
1470;2098;946;1520;;;;;
2168;1677;1349;1024;;;;;
1697;1028;459;4646;;;;;
1599;613;1392;14349;;;;;
1599;2038;2398;3158;;;;;
15099;934;518;2717;;;;;
2197;1969;5931;22480;;;;;
968;1645;628;3273;;;;;
1353;1056;2318;1005;;;;;
1464;1176;11097;5399;;;;;
1762;971;1359;17198;;;;;
3586;4558;1271;8130;;;;;
1578;658;1722;539;;;;;
958;1698;1799;5089;;;;;
7940;1357;1879;3895;;;;;
546;6488;1536;4129;;;;;
2079;2379;6278;25550;;;;;
1660;1638;609;1289;;;;;
1924;10148;8657;7218;;;;;
1125;1398;4646;4374;;;;;
2799;4131;1286;2899;;;;;
785;2984;2040;2509;;;;;
2468;598;5373;2199;;;;;
4097;1098;324;6898;;;;;
1440;5716;2934;5324;;;;;
4055;2807;2716;28043;;;;;
1654;20251;453;7689;;;;;
3052;7998;7134;23143;;;;;
4008;1026;2259;7594;;;;;
2289;6297;823;12176;;;;;
1911;9465;3348;5158;;;;;
1843;8130;409;15528;;;;;
4069;1897;1351;7444;;;;;
3216;2148;4349;6398;;;;;
2098;6797;1698;7411;;;;;
4105;498;1898;7999;;;;;
3107;1611;942;8468;;;;;
8197;4589;1656;13389;;;;;
2697;398;479;664;;;;;
2767;2516;847;6938;;;;;
2177;1248;368;7079;;;;;
591;839;1329;8098;;;;;
1549;645;3989;22109;;;;;
940;1335;2048;9389;;;;;
323;3668;2248;1125;;;;;
2916;548;3612;5959;;;;;
1115;3599;1127;3279;;;;;
1318;1270;2109;5609;;;;;
1882;312;566;25460;;;;;
4095;1377;2761;23299;;;;;
4359;976;1044;6079;;;;;
1014;972;5099;12529;;;;;
2284;2050;6149;10189;;;;;
1878;1280;2568;3682;;;;;
1287;2800;389;16890;;;;;
477;5016;2498;5681;;;;;
1089;9546;1667;19089;;;;;
1798;1165;1148;1089;;;;;
910;4695;2968;3348;;;;;
2735;490;904;1048;;;;;
2197;4696;2340;2789;;;;;
2435;1487;1398;6898;;;;;
2999;548;2314;2949;;;;;
1487;614;898;4955;;;;;
3957;2597;4439;3439;;;;;
1051;1097;428;899;;;;;
1623;2598;1108;6650;;;;;
3052;308;1889;507;;;;;
1301;4410;2305;419;;;;;
2258;1375;398;3749;;;;;
788;2247;1168;5739;;;;;
2872;848;652;4087;;;;;
5074;1698;2858;987;;;;;
4352;1448;2479;2949;;;;;
1404;948;219;18500;;;;;
787;9881;408;21939;;;;;
895;1237;1940;11004;;;;;
1574;2172;1447;4639;;;;;
1549;2864;549;8018;;;;;
289;3699;3487;11039;;;;;
2426;2063;1219;3374;;;;;
2232;1271;1079;28866;;;;;
735;1498;983;12999;;;;;
501;4908;692;1795;;;;;
1909;3568;1592;6749;;;;;
5106;1336;2267;14076;;;;;
2708;2878;2542;10603;;;;;
1873;1829;1037;1284;;;;;
1599;2598;3196;8499;;;;;
2143;1264;3038;2559;;;;;
1124;2472;1388;7289;;;;;
270;6887;1174;13098;;;;;
1828;598;1426;10289;;;;;
1397;1036;1620;2927;;;;;
1054;3216;3576;6129;;;;;
1088;3868;3030;12819;;;;;
3258;1880;928;7089;;;;;
2538;2598;498;6098;;;;;
989;2598;1324;11809;;;;;
2478;2110;583;1714;;;;;
2849;518;5348;5287;;;;;
2053;1993;3335;719;;;;;
806;458;889;7445;;;;;
2892;598;968;8091;;;;;
2999;1763;3138;5139;;;;;
1648;3098;1048;2899;;;;;
2955;7806;2108;4778;;;;;
4261;1623;2021;12983;;;;;
1591;2323;2899;4778;;;;;
1314;1354;398;7093;;;;;
227;577;7057;5980;;;;;
898;875;1598;858;;;;;
1005;998;4000;22899;;;;;
2097;2310;1424;17198;;;;;
1562;2336;1347;29110;;;;;
609;2575;2048;879;;;;;
5324;5133;3038;699;;;;;
4055;668;2279;6058;;;;;
644;819;229;7249;;;;;
1104;3301;1819;2841;;;;;
2081;409;2136;13985;;;;;
538;398;1548;18336;;;;;
1443;1304;443;7698;;;;;
2867;1153;720;1068;;;;;
658;1243;2477;11744;;;;;
1340;1137;2379;4184;;;;;
455;3639;368;9312;;;;;
2077;3102;947;5602;;;;;
